Drug,Rule_Num,Rule_Header,Matched_Cancers,Potential_New_Cancers,Full_Text_Length
9.69.免疫檢查點抑制劑(如atezolizumab；nivolumab；pembrolizumab；avelumab；ipilimumab；durvalumab；tremelimumab；cemiplimab製劑)：(108/4/1、108/6/1、109/4/1、109/6/1、109/11/1、110/5/1、110/10/1、111/4/1、111/6/1、112/8/1、112/10/1、112/12/1、113/2/1、113/4/1、113/5/1、113/6/1、113/8/1、114/1/1、114/2/1、114/6/1、114/8/1、114/10/1、115/2/1、115/4/1、115/5/1、115/6/1、115/8/1),3.,3.使用條件：,"乳癌, 尿路上皮癌, 淋巴瘤, 肝癌, 肺癌, 腎細胞癌, 膽道癌, 頭頸癌, 黑色素瘤","不含鼻咽癌, 中發現有殘餘的侵襲性癌, 付適應症內容規定之腫瘤, 併用於惡性肋膜間皮瘤, 併用於晚期肝細胞癌, 使用於早期三陰性乳癌, 其他癌, 典型何杰金氏淋巴瘤, 或泌尿道上皮癌, 於泌尿道上皮癌, 晚期肝細胞癌以及膽道癌, 晚期腎細胞癌, 用於早期三陰性乳癌, 用於非小細胞肺癌, 用於頭頸部鱗狀細胞癌, 確實患有相關癌, 藥及非鱗狀非小細胞肺癌, 術前前導性治療腫瘤, 道上皮癌, 適用於檢測非小細胞肺癌",3366
9.69.免疫檢查點抑制劑(如atezolizumab；nivolumab；pembrolizumab；avelumab；ipilimumab；durvalumab；tremelimumab；cemiplimab製劑)：(108/4/1、108/6/1、109/4/1、109/6/1、109/11/1、110/5/1、110/10/1、111/4/1、111/6/1、112/8/1、112/10/1、112/12/1、113/2/1、113/4/1、113/5/1、113/6/1、113/8/1、114/1/1、114/2/1、114/6/1、114/8/1、114/10/1、115/2/1、115/4/1、115/5/1、115/6/1、115/8/1),4.,4.登錄與結案作業：(109/11/1、114/1/1）,無符合,無,173
9.70. Pertuzumab(如Perjeta)：(108/5/1、108/12/1、112/8/1、113/12/1、114/1/1、114/5/1、114/12/1),1.,1.本藥品與trastuzumab及化學療法併用於具HER2過度表現（IHC3+或FISH+），且具腋下淋巴結轉移但無遠處臟器轉移之早期乳癌病人（113/12/1、114/5/1、114/12/1）,乳癌,遠處臟器轉移之早期乳癌,391
9.70. Pertuzumab(如Perjeta)：(108/5/1、108/12/1、112/8/1、113/12/1、114/1/1、114/5/1、114/12/1),2.,2.轉移性乳癌(108/5/1、108/12/1、112/8/1、113/12/1),乳癌,"使用於轉移性乳癌, 先前於早期乳癌, 惟於早期乳癌, 轉移性乳癌",500
9.71. Venetoclax (如Venclexta)：(108/9/1、110/7/1、112/7/1、114/8/1、114/10/1),1.,1.單獨使用於具有17p 缺失的慢性淋巴球性白血病(CLL) 成年患者。（108/9/1、112/7/1、114/10/1),白血病,缺失的慢性淋巴球性白血病,641
9.71. Venetoclax (如Venclexta)：(108/9/1、110/7/1、112/7/1、114/8/1、114/10/1),2.,"2.併用低劑量cytarabine或azacitidine(除Winduza及Azacitidine Lyophilized Inj 100mg""GBC""以外)，使用於無法接受高強度化學治療之初診斷急性骨髓性白血病(AML)病人：(110/7/1、114/8/1)",白血病,療之初診斷急性骨髓性白血病,550
9.72.CDK4/6抑制劑 (如 ribociclib；palbociclib)：(108/10/1、108/12/1、109/4/1、109/10/1、110/5/1、110/10/1、113/1/1、113/3/1、114/7/1、115/1/1),1.,1.用於停經後乳癌婦女發生遠端轉移後之全身性藥物治療，須完全符合以下條件：(109/10/1、110/5/1、110/10/1、113/1/1),乳癌,用於停經後乳癌,336
9.72.CDK4/6抑制劑 (如 ribociclib；palbociclib)：(108/10/1、108/12/1、109/4/1、109/10/1、110/5/1、110/10/1、113/1/1、113/3/1、114/7/1、115/1/1),2.,2.用於停經前/正在停經乳癌婦女及男性乳癌發生遠端轉移後之全身性藥物治療，須與芳香環轉化酶抑制劑及GnRH analogue 併用。（113/1/1、114/7/1）,乳癌,"婦女及男性乳癌, 正在停經乳癌",196
9.72.CDK4/6抑制劑 (如 ribociclib；palbociclib)：(108/10/1、108/12/1、109/4/1、109/10/1、110/5/1、110/10/1、113/1/1、113/3/1、114/7/1、115/1/1),3.,3.限palbociclib與fulvestrant併用於治療曾接受過內分泌療法之局部晚期或轉移性乳癌病人，且須完全符合下列條件：(115/1/1),乳癌,之局部晚期或轉移性乳癌,187
9.72.CDK4/6抑制劑 (如 ribociclib；palbociclib)：(108/10/1、108/12/1、109/4/1、109/10/1、110/5/1、110/10/1、113/1/1、113/3/1、114/7/1、115/1/1),4.,4.經事前審查核准後使用，核准後每24週須檢附療效評估資料再次申請，若疾病惡化即必須停止使用，且後續不得再申請使用ribociclib、palbociclib。（110/10/1）,無符合,無,90
9.72.CDK4/6抑制劑 (如 ribociclib；palbociclib)：(108/10/1、108/12/1、109/4/1、109/10/1、110/5/1、110/10/1、113/1/1、113/3/1、114/7/1、115/1/1),5.,5.使用限制：,乳癌,"或於晚期乳癌, 若先前於早期乳癌",248
9.72.CDK4/6抑制劑 (如 ribociclib；palbociclib)：(108/10/1、108/12/1、109/4/1、109/10/1、110/5/1、110/10/1、113/1/1、113/3/1、114/7/1、115/1/1),6.,6.110年9月30日以前已核定用藥之病人，得經事前審查核准後，使用至總療程(即終生24個月)或總療程期間疾病惡化為止，且後續不得再申請使用本類藥品。（110/10/1、113/1/1）,無符合,無,93
9.72.CDK4/6抑制劑 (如 ribociclib；palbociclib)：(108/10/1、108/12/1、109/4/1、109/10/1、110/5/1、110/10/1、113/1/1、113/3/1、114/7/1、115/1/1),7.,7.若先前使用 everolimus 無效後，不得再申請本類藥品。(109/4/1),無符合,無,42
9.73.Inotuzumab ozogamicin (如Besponsa)：(108/11/1、112/12/1),1.,1.適用於治療患有復發型或頑固型且CD22為陽性之B細胞前驅因子之急性淋巴芽細胞白血病(B-ALL)，且計畫進行造血幹細胞移植之成人病患。,白血病,因子之急性淋巴芽細胞白血病,69
9.73.Inotuzumab ozogamicin (如Besponsa)：(108/11/1、112/12/1),2.,2.上述成人病患如具費城染色體陽性(Ph+)，應至少使用過兩種酪胺酸激酶抑制劑(TKI)藥物治療無效。,無符合,無,51
9.73.Inotuzumab ozogamicin (如Besponsa)：(108/11/1、112/12/1),3.,3.每位病人限給付2療程，需事前審查核准後使用。申請時需檢附完整之造血幹細胞移植計畫，並詳細記載確認移植之執行醫院及移植前調適治療等資料。,無符合,無,69
9.73.Inotuzumab ozogamicin (如Besponsa)：(108/11/1、112/12/1),4.,4.不得與blinatumomab（如Blincyto）或酪胺酸激酶抑制劑(TKI)（如imatinib、dasatinib、ponatinib）等併用。,無符合,無,77
9.73.Inotuzumab ozogamicin (如Besponsa)：(108/11/1、112/12/1),5.,5.病人若已依達完全緩解但仍有殘餘疾病(MRD)之條件取得 blinatumomab 給付同意並接受治療後，MRD若未消失但疾病仍在完全緩解時，不得申請給付inotuzumab ozogamicin。（112/12/1）,無符合,無,110
9.74.Cabozantinib (如Cabometyx)： (108/12/1、110/12/1、114/8/1),1.,1.腎細胞癌(108/12/1、110/12/1),腎細胞癌,"治療無效的晚期腎細胞癌, 重度風險晚期腎細胞癌",320
9.74.Cabozantinib (如Cabometyx)： (108/12/1、110/12/1、114/8/1),2.,2.甲狀腺癌(114/8/1),甲狀腺癌,無,146
9.74.Cabozantinib (如Cabometyx)： (108/12/1、110/12/1、114/8/1),3.,3.每日限用1粒。,無符合,無,9
9.75. Carfilzomib (如Kyprolis)：(109/2/1、112/4/1、113/4/1),1.,1.與dexamethasone合併使用於先前曾接受含bortezomib及lenalidomide兩種治療後無法耐受或惡化之病患，且須具有良好日常體能狀態(ECOG < 2)及足夠腎功能(CrCl ≥50 ml/minute)的多發性骨髓瘤成年患者。,多發性骨髓瘤,的多發性骨髓瘤,126
9.75. Carfilzomib (如Kyprolis)：(109/2/1、112/4/1、113/4/1),2.,2.與isatuximab/dexamethasone併用，治療先前曾接受至少一種含bortezomib 或 lenalidomide 之療法治療失敗的多發性骨髓瘤成人患者，且須具有良好日常體能狀態 (ECOG < 2) 者。（113/4/1）,多發性骨髓瘤,失敗的多發性骨髓瘤,122
9.75. Carfilzomib (如Kyprolis)：(109/2/1、112/4/1、113/4/1),3.,3. 需經事前審查核准後使用：（109/2/1、112/4/1）,無符合,無,991
9.75. Carfilzomib (如Kyprolis)：(109/2/1、112/4/1、113/4/1),4.,4. 不得與其他蛋白酶體抑制劑(proteasome inhibitor)或免疫調節劑(immunomodulatory drugs) 或daratumumab併用。（109/2/1、112/4/1、113/4/1）,無符合,無,108
9.75. Carfilzomib (如Kyprolis)：(109/2/1、112/4/1、113/4/1),5.,5. 112年3月31日以前已核定用藥之病人，得經事前審查核准後，使用至總療程上限（即終生10個療程）或使用期間發生疾病惡化為止。（112/4/1）,無符合,無,74
9.76.Midostaurin (如Rydapt)：(109/2/1、113/6/1、114/10/1),1.,1.	限用於新確診為FLT3突變陽性的急性骨髓性白血病(AML)成人病患之標準前導與鞏固性化療時合併使用。,白血病,突變陽性的急性骨髓性白血病,53
9.76.Midostaurin (如Rydapt)：(109/2/1、113/6/1、114/10/1),2.,2.	需排除急性前骨髓性細胞白血病（acute promyelocytic leukemia，APL）的患者。,白血病,排除急性前骨髓性細胞白血病,55
9.76.Midostaurin (如Rydapt)：(109/2/1、113/6/1、114/10/1),3.,3.	首次用於標準前導期，可免事前審查，以2個療程為限，若2個療程後仍未達完全緩解之病患即不得再使用。,無符合,無,51
9.76.Midostaurin (如Rydapt)：(109/2/1、113/6/1、114/10/1),4.,4.	續用時需經事前審查核准後使用，申請時須檢附FLT3突變陽性檢測結果報告，且需符合全民健康保險藥品給付規定之通則十二，及日期、化學治療處方紀錄及療效評估，每次續用申請以2個療程為限，並需檢附前次治療結果評估資料證實無疾病進展，才可繼續使用。每人以總共給付6個療程為上限。(113/6/1),無符合,無,146
9.76.Midostaurin (如Rydapt)：(109/2/1、113/6/1、114/10/1),5.,5.	若病患接受造血幹細胞移植後則將不再給付本藥品。,無符合,無,26
9.76.Midostaurin (如Rydapt)：(109/2/1、113/6/1、114/10/1),6.,6.本藥品與quizartinib僅得擇一使用，除因耐受性不良，不得互換。(114/10/1),無符合,無,47
9.77.Ixazomib (如Ninlaro)：(109/3/1、112/4/1),1.,1.與lenalidomide及dexamethasone合併使用於先前已接受至少一種治療失敗之多發性骨髓瘤病患，並符合下列條件之一：,多發性骨髓瘤,一種治療失敗之多發性骨髓瘤,163
9.77.Ixazomib (如Ninlaro)：(109/3/1、112/4/1),2.,2.前述病患若於第二線治療使用，則需為具高風險細胞遺傳異常的病人群 (包括具del（17p）、t（4；14）、t(14；16)及1q21 amplification等染色體變化者)；若為第三線以上治療使用，則不需為具高風險遺傳異常者。,無符合,無,117
9.77.Ixazomib (如Ninlaro)：(109/3/1、112/4/1),3.,3.需經事前審查核准後使用：（109/3/1、112/4/1）,無符合,無,991
9.77.Ixazomib (如Ninlaro)：(109/3/1、112/4/1),4.,4. 除lenalidomide外，本案藥品不得與其他蛋白酶體抑制劑(proteasome inhibitor)或免疫調節劑(immunomodulatory drugs)併用。（109/3/1、112/4/1）,無符合,無,106
9.77.Ixazomib (如Ninlaro)：(109/3/1、112/4/1),5.,5.112年3月31日以前已核定用藥之病人，得經事前審查核准後，使用至總療程上限（即終生12個療程）或使用期間發生疾病惡化為止。（112/4/1）,無符合,無,73
9.78. Daratumumab(如Darzalex靜脈注射劑與皮下注射劑)：(109/4/1、112/4/1、113/4/1、114/9/1),1.,1.治療適合接受自體幹細胞移植的新診斷多發性骨髓瘤成人病人：(114/9/1),多發性骨髓瘤,胞移植的新診斷多發性骨髓瘤,566
9.78. Daratumumab(如Darzalex靜脈注射劑與皮下注射劑)：(109/4/1、112/4/1、113/4/1、114/9/1),2.,2.限與bortezomib/dexamethasone或lenalidomide/dexamethasone併用，治療先前曾接受至少1種含bortezomib 或 lenalidomide 之療法治療失敗的多發性骨髓瘤成人患者，且須具有良好日常體能狀態(ECOG < 2)者，以總共22次輸注為上限,多發性骨髓瘤,療法治療失敗的多發性骨髓瘤,1105
9.78. Daratumumab(如Darzalex靜脈注射劑與皮下注射劑)：(109/4/1、112/4/1、113/4/1、114/9/1),3.,3.除lenalidomide、thalidomide或bortezomib外，本案藥品不得與其他蛋白酶體抑制劑(proteasome inhibitor)或免疫調節劑(immunomodulatory drugs)併用。(109/4/1、112/4/1、114/9/1),無符合,無,136
9.78. Daratumumab(如Darzalex靜脈注射劑與皮下注射劑)：(109/4/1、112/4/1、113/4/1、114/9/1),4.,4.112年3月31日以前已核定用藥之病人，得經事前審查核准後，使用至總療程上限（第一線治療以總共16輸注為上限，第二線以上治療以總共22次輸注為上限，接受第一線治療以後，不再給付第二線以上治療）或使用期間發生疾病惡化為止。（112/4/1、114/9/1）,無符合,無,129
9.78. Daratumumab(如Darzalex靜脈注射劑與皮下注射劑)：(109/4/1、112/4/1、113/4/1、114/9/1),5.,5.Daratumumab與isatuximab二者僅能擇一使用，除因藥物耐受不良以外，不可以其他原因申請互換使用。（113/4/1）,無符合,無,67
9.79.Obinutuzumab(如Gazyva)：（109/4/1、113/2/1、114/8/1）,1.,1.限用於第一次接受含rituximab治療後治療無效或治療結束後6個月內復發的濾泡性淋巴瘤(follicular lymphoma)患者。,淋巴瘤,月內復發的濾泡性淋巴瘤,296
9.79.Obinutuzumab(如Gazyva)：（109/4/1、113/2/1、114/8/1）,2.,2.限與chlorambucil併用於治療先前未曾接受過治療，且具有合併症(comorbidities)而不適合接受含 fludarabine治療的CD20陽性慢性淋巴球性白血病（CLL）患者。（113/2/1）,白血病,陽性慢性淋巴球性白血病,282
9.79.Obinutuzumab(如Gazyva)：（109/4/1、113/2/1、114/8/1）,3.,3.限與zanubrutinib併用，治療先前曾接受至少兩線(每線至少4個療程)全身性治療無效或復發的濾泡性淋巴瘤成人病人。(114/8/1),淋巴瘤,"效或復發的濾泡性淋巴瘤, 有三顆以上之腫瘤, 有單一腫瘤",521
9.79.Obinutuzumab(如Gazyva)：（109/4/1、113/2/1、114/8/1）,4.,"4.限以obinutuzumab 1,000mg作為glofitamab用於治療先前曾接受至少兩線全身治療之復發性或難治性瀰漫性大B細胞淋巴瘤 (DLBCL) 的成人病人之前置治療，需與glofitamab首次治療同時申請事前審查並經核准後使用。(114/8/1）",淋巴瘤,細胞淋巴瘤,132
9.80.Osimertinib (如Tagrisso)：(109/4/1、109/6/1、109/10/1、111/4/1、113/6/1、113/10/1、115/8/1),1.,1.限單獨使用於：,肺癌,或轉移性之非小細胞肺癌,223
9.80.Osimertinib (如Tagrisso)：(109/4/1、109/6/1、109/10/1、111/4/1、113/6/1、113/10/1、115/8/1),2.,2.使用注意事項：(109/10/1、111/4/1、113/6/1、113/10/1、115/8/1）,肺癌,"或非小細胞肺癌, 時需檢具確實患有肺腺癌",797
9.81.Lorlatinib (如Lorviqua)：(109/6/1、112/11/1、113/4/1、113/6/1),1.,1.適用於ALK陽性的晚期非小細胞肺癌第一線治療。(112/11/1),肺癌,"具確實患有非小細胞肺癌, 陽性之晚期非小細胞肺癌, 陽性的晚期非小細胞肺癌",373
9.81.Lorlatinib (如Lorviqua)：(109/6/1、112/11/1、113/4/1、113/6/1),2.,2.適用於在ceritinib、alectinib或brigatinib治療中惡化之ALK陽性的晚期非小細胞肺癌患者。(109/6/1、112/11/1、113/4/1),肺癌,陽性的晚期非小細胞肺癌,165
9.82.Brigatinib (如Alunbrig)：(109/8/1、111/8/1、112/11/1、113/6/1),一般,(無標題),肺癌,"具確實患有非小細胞肺癌, 陽性之晚期非小細胞肺癌, 陽性的晚期非小細胞肺癌",495
9.82.Brigatinib (如Alunbrig)：(109/8/1、111/8/1、112/11/1、113/6/1),3.,3.每日最大劑量限180mg。(111/8/1)。,無符合,無,25
9.83.Dacomitinib (如Vizimpro)：(109/10/1、111/9/1、113/6/1、115/8/1),1.,1.限單獨使用具有EGFR-TK Exon 19 Del或Exon 21 L858R點突變，且無腦轉移 (non-CNS)之局部侵犯性或轉移性(即第ⅢB、ⅢC或第Ⅳ期)之肺腺癌病患之第一線治療，需檢附EGFR基因檢測結果報告，且需符合全民健康保險藥品給付規定之通則十二。,肺癌,之肺腺癌,135
9.83.Dacomitinib (如Vizimpro)：(109/10/1、111/9/1、113/6/1、115/8/1),2.,2.使用注意事項,肺癌,歷應留存確實患有肺腺癌,353
9.85.PARP抑制劑(如olaparib、niraparib、talazoparib)：(109/11/1、111/6/1、111/8/1、112/1/1、112/11/1、113/3/1、113/6/1、113/9/1、114/3/1、114/6/1、114/8/1、114/10/1),1.,1.卵巢、輸卵管或原發性腹膜癌(olaparib、niraparib)：(109/11/1、 111/6/1、111/8/1、112/1/1、113/3/1、113/6/1、113/9/1、114/3/1、114/6/1、114/8/1),卵巢癌,輸卵管或原發性腹膜癌,1616
9.85.PARP抑制劑(如olaparib、niraparib、talazoparib)：(109/11/1、111/6/1、111/8/1、112/1/1、112/11/1、113/3/1、113/6/1、113/9/1、114/3/1、114/6/1、114/8/1、114/10/1),2.,2.三陰性乳癌(olaparib、talazoparib)：(109/11/1、111/6/1、111/8/1、112/1/1、113/6/1),乳癌,"三陰性乳癌, 上局部晚期或轉移性乳癌, 轉移性乳癌",669
9.85.PARP抑制劑(如olaparib、niraparib、talazoparib)：(109/11/1、111/6/1、111/8/1、112/1/1、112/11/1、113/3/1、113/6/1、113/9/1、114/3/1、114/6/1、114/8/1、114/10/1),3.,3.去勢療法無效的轉移性攝護腺癌 (mCRPC) (olaparib)：（112/11/1、113/6/1、114/6/1),攝護腺癌,"治療前列腺癌, 法無效的轉移性攝護腺癌",792
9.85.PARP抑制劑(如olaparib、niraparib、talazoparib)：(109/11/1、111/6/1、111/8/1、112/1/1、112/11/1、113/3/1、113/6/1、113/9/1、114/3/1、114/6/1、114/8/1、114/10/1),4.,4.高復發風險之早期乳癌(olaparib)：(114/6/1),乳癌,"三陰性乳癌, 且原發性病理腫瘤, 中發現有殘餘的侵襲性癌, 有高復發風險之早期乳癌, 陰性乳癌, 高復發風險之早期乳癌",714
9.85.PARP抑制劑(如olaparib、niraparib、talazoparib)：(109/11/1、111/6/1、111/8/1、112/1/1、112/11/1、113/3/1、113/6/1、113/9/1、114/3/1、114/6/1、114/8/1、114/10/1),5.,5.Olaparib每日最多使用4粒(112/1/1),無符合,無,27
9.86.Vandetanib (如Caprelsa)：(109/11/1),一般,(無標題),無符合,犯或轉移性甲狀腺髓質癌,43
9.86.Vandetanib (如Caprelsa)：(109/11/1),1.,1.需經事前審查核准後使用，每次申請之療程以6個月為限，送審時需檢送影像資料，每6個月評估一次。,無符合,無,48
9.86.Vandetanib (如Caprelsa)：(109/11/1),2.,2.出現疾病惡化或無法忍受之藥物不良反應，應立即停用。,無符合,無,27
9.86.Vandetanib (如Caprelsa)：(109/11/1),3.,3.每日最大劑量為300毫克。,無符合,無,15
9.87.Trastuzumab emtansine (如Kadcyla)：(110/2/1、113/8/1、114/2/1、114/5/1),1.,1.早期乳癌(113/8/1、114/2/1、114/5/1),乳癌,"之早期乳癌, 使用於早期乳癌, 公分之早期乳癌, 早期乳癌, 為陰性且腫瘤, 遠處臟器轉移之早期乳癌",517
9.87.Trastuzumab emtansine (如Kadcyla)：(110/2/1、113/8/1、114/2/1、114/5/1),2.,2.轉移性乳癌(110/2/1、113/8/1、114/2/1),乳癌,"之前已經接受過轉移性癌, 之轉移性乳癌, 個月內癌, 轉移性乳癌",397
9.88.Ixabepilone (如Ixempra)：(110/2/1),1.,1.限Ixabepilone合併capecitabine用於局部晚期或轉移性乳癌患者，需符合以下條件之一：,乳癌,於局部晚期或轉移性乳癌,121
9.88.Ixabepilone (如Ixempra)：(110/2/1),2.,2.每3個療程需進行療效評估，病歷應留存評估紀錄，無疾病惡化方可繼續使用。,無符合,無,37
9.88.Ixabepilone (如Ixempra)：(110/2/1),3.,3.Ixabepilone與eribulin用於治療上述之轉移性乳癌患者時，僅得擇一使用，且不得互換(ixabepilone限用於未曾使用過eribulin之病患)。,乳癌,於治療上述之轉移性乳癌,83
9.90. Apalutamide (如Erleada)：(110/3/1、110/11/1、111/3/1、112/9/1、113/8/1、114/6/1),1.,1.治療高風險非轉移性去勢抗性前列腺癌(high risk nmCRPC)的成年男性。,攝護腺癌,轉移性去勢抗性前列腺癌,559
9.90. Apalutamide (如Erleada)：(110/3/1、110/11/1、111/3/1、112/9/1、113/8/1、114/6/1),2.,2.治療高風險轉移性的去勢敏感性前列腺癌(mCSPC)，總療程以36個月為上限。（110/3/1、111/3/1、113/8/1）,攝護腺癌,性的去勢敏感性前列腺癌,328
9.90. Apalutamide (如Erleada)：(110/3/1、110/11/1、111/3/1、112/9/1、113/8/1、114/6/1),3.,3. 不論病人處於轉移或非轉移的狀態下，新型荷爾蒙藥品(abiraterone、apalutamide、darolutamide和enzalutamide) ，及olaparib 與 abiraterone併用，終生僅給付一種治療，且除非出現嚴重不耐受反應導致必須永久停止治療，不得互換。 (112/,無符合,無,162
9.91.Dabrafenib (如Tafinlar)、Trametinib (如Mekinist)：(110/3/1、113/3/1、113/6/1),1.,1.Dabrafenib和trametinib併用於治療BRAF V600突變陽性ECOG≤ 2且罹患無法切除(第ⅢC期)或轉移性(第Ⅳ期)黑色素瘤之病人：,黑色素瘤,無,142
9.91.Dabrafenib (如Tafinlar)、Trametinib (如Mekinist)：(110/3/1、113/3/1、113/6/1),2.,2.Dabrafenib和trametinib併用於BRAF V600突變陽性且完全切除之第三期黑色素瘤病人術後輔助治療：,黑色素瘤,全切除之第三期黑色素瘤,112
9.91.Dabrafenib (如Tafinlar)、Trametinib (如Mekinist)：(110/3/1、113/3/1、113/6/1),3.,3.本品(dabrafenib併用trametinib之治療組合)與vemurafenib僅能擇一使用，除因耐受性不良，不得互換。,無符合,無,65
9.91.Dabrafenib (如Tafinlar)、Trametinib (如Mekinist)：(110/3/1、113/3/1、113/6/1),4.,4. Dabrafenib與trametinib併用於治療BRAF V600E突變之轉移性(第IV期)非小細胞肺癌成人病人：(113/3/1、113/6/1),肺癌,附確實患有非小細胞肺癌,323
9.92. Ramucirumab (如Cyramza)：(110/5/1),1.,1.單一療法適用於接受過sorafenib治療失敗後之轉移性或無法手術切除且不適合局部治療或局部治療失敗，且alpha- fetoprotein (AFP)≥ 400ng/mL之Child-Pugh A class晚期肝細胞癌成人患者。,肝癌,晚期肝細胞癌,118
9.92. Ramucirumab (如Cyramza)：(110/5/1),2.,2.需經事前審查核准後使用，初次申請之療程以12週為限，之後每8週評估一次。送審時需檢送影像資料，無疾病惡化方可繼續使用。,無符合,無,61
9.92. Ramucirumab (如Cyramza)：(110/5/1),3.,3.Ramucirumab與regorafenib、nivolumab僅能擇一使用，不得互換。,無符合,無,47
9.93.Entrectinib (如Rozlytrek)：(110/7/1、113/6/1),1.,1.單獨使用於ROS-1陽性之局部晚期或轉移性非小細胞肺癌的成人病人。,肺癌,期或轉移性非小細胞肺癌,35
9.93.Entrectinib (如Rozlytrek)：(110/7/1、113/6/1),2.,2.須經事前審查核准後使用：(113/6/1),肺癌,具確實患有非小細胞肺癌,230
9.93.Entrectinib (如Rozlytrek)：(110/7/1、113/6/1),3.,3.Entrectinib與crizotinib用於ROS-1陽性之晚期非小細胞肺癌時，僅得擇一使用，除因病人使用後，發生嚴重不良反應或耐受不良之情形外，不得互換。,肺癌,陽性之晚期非小細胞肺癌,82
9.93.Entrectinib (如Rozlytrek)：(110/7/1、113/6/1),4.,4.每日最大劑量限600mg。,無符合,無,15
9.94. Darolutamide(如Nubeqa)：(110/11/1、112/9/1、113/5/1、113/8/1、115/4/1),1.,1.作為單一療法或與docetaxel併用於治療高風險轉移性的去勢敏感性前列腺癌(mCSPC)，總療程以36個月為上限。(113/5/1、114/6/1、115/4/1),攝護腺癌,性的去勢敏感性前列腺癌,512
9.94. Darolutamide(如Nubeqa)：(110/11/1、112/9/1、113/5/1、113/8/1、115/4/1),2.,2.治療高風險非轉移性去勢抗性前列腺癌(high risk nmCRPC)的成年男性。,攝護腺癌,轉移性去勢抗性前列腺癌,565
9.94. Darolutamide(如Nubeqa)：(110/11/1、112/9/1、113/5/1、113/8/1、115/4/1),3.,3. 不論病人處於轉移或非轉移的狀態下，新型荷爾蒙藥品(abiraterone、apalutamide、darolutamide和enzalutamide) ，及olaparib 與 abiraterone併用，終生僅給付一種治療，且除非出現嚴重不耐受反應導致必須永久停止治療，不得互換。(112/9,無符合,無,161
9.95.Larotrectinib (如Vitrakvi)：(111/3/1、111/6/1、112/12/1、113/6/1),1.,1.	適用於有NTRK基因融合的實體腫瘤成人和兒童病人，並應符合以下條件：(112/12/1),無符合,"基因融合的實體腫瘤, 為轉移性實體腫瘤",177
9.95.Larotrectinib (如Vitrakvi)：(111/3/1、111/6/1、112/12/1、113/6/1),2.,2.前述1.之兒童(未滿18 歲)病人，除了嬰兒纖維肉瘤可作為(含)一線以上使用外，其餘適應症須為曾接受一線治療後無效或復發的病人。（112/12/1),無符合,除了嬰兒纖維肉瘤,76
9.95.Larotrectinib (如Vitrakvi)：(111/3/1、111/6/1、112/12/1、113/6/1),3.,3.前述1.之成人(≧18歲)病人，包括之適應症有:（112/12/1),"甲狀腺癌, 結直腸癌, 肺癌, 胃腸道基質瘤, 胰臟癌, 腦瘤, 膽道癌, 軟組織肉瘤, 骨癌, 黑色素瘤","之晚期鱗狀非小細胞肺癌, 分泌型乳腺癌, 切除或轉移的唾液腺腫瘤, 化療失敗的晚期軟組織肉瘤, 唾液腺腫瘤, 型之晚期非小細胞肺腺癌, 惡化之轉移性直腸結腸癌, 惡性神經膠質瘤, 或退行性星狀細胞瘤, 手術切除或轉移性胰臟癌, 手術切除或轉移的闌尾癌, 敗之高度惡性神經膠質瘤, 治療之晚期非小細胞肺癌, 法手術切除或轉移的骨癌, 療的轉移性分泌型乳腺癌, 突變非小細胞肺癌, 第三期或第四期黑色素瘤, 肝內膽管癌, 轉移的惡性胃腸道基質瘤, 闌尾癌, 除或晚期或復發之膽道癌, 非鱗狀癌, 鱗狀癌",1094
9.95.Larotrectinib (如Vitrakvi)：(111/3/1、111/6/1、112/12/1、113/6/1),4.,4.需經事前審查核准後使用：(111/3/1、111/6/1、113/6/1),無符合,無,165
9.96.Decitabine：(111/5/1),1.,"1.骨髓增生不良症候群高危險性病患：頑固性貧血併有過量芽細胞（RA with excess blasts, RAEB）、轉變中的頑固性貧血併有過量芽細胞（RAEB in transformation, RAEB-T）、及慢性骨髓單核細胞性白血病（chronic myelomonocytic leuk",白血病,及慢性骨髓單核細胞性白血病,163
9.96.Decitabine：(111/5/1),2.,2.初次申請時需經事前審查核准後使用。,無符合,無,19
9.96.Decitabine：(111/5/1),3.,3.續用本藥品不需再事前審查，惟病歷應留存確診之病理或影像診斷證明等報告，並記錄治療相關臨床資料。病患倘病情惡化至急性骨髓性白血病即應停藥。,白血病,病情惡化至急性骨髓性白血病,70
9.96.Decitabine：(111/5/1),4.,4.急性骨髓性白血病之定義：骨髓芽細胞（myeloblast）大於30%。,白血病,急性骨髓性白血病,37
9.96.Decitabine：(111/5/1),5.,5.本藥品與azacitidine僅能擇一使用，除因耐受性不良，不得互換。使用本藥品無效後，不得再申請azacitidine。,無符合,無,63
9.97.Avapritinib (如Ayvakit)：(111/6/1、113/6/1),1.,1.治療具有血小板衍生生長因子α受體(PDGFRA)D842V突變之無法切除或轉移性腸胃道間質瘤的成年病人。,無符合,除或轉移性腸胃道間質瘤,54
9.97.Avapritinib (如Ayvakit)：(111/6/1、113/6/1),2.,2.需經事前審查核准後使用，初次申請時需檢附血小板衍生生長因子α受體(PDGFRA)D842V突變檢測報告，且需符合全民健康保險藥品給付規定之通則十二。(111/6/1、113/6/1),無符合,無,93
